@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,8-10,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.200394,1.3185,1.964599,2.294221,2.449981,-1.116606,STAR,-0.367885
0.18136,1.257131,1.686323,1.686612,1.694463,-0.58778,QSO,0.862875
-0.639879,-1.008141,-1.027535,-0.95142,-0.870344,0.082478,STAR,-0.36734
0.905272,0.575441,0.289717,0.153443,0.004084,0.691244,GALAXY,-0.158196
1.011977,0.579831,0.461814,0.473653,0.521615,0.07018,STAR,-0.367516
0.075824,0.627171,0.835856,0.779568,0.975552,-0.22498,GALAXY,-0.059164
0.301952,0.060218,-0.223204,-0.36419,-0.488786,-0.311068,GALAXY,-0.116321
0.948475,1.76367,1.919405,1.884483,1.851184,-1.294932,QSO,1.010467
0.357546,0.099491,-0.010149,-0.109656,-0.163848,0.734288,GALAXY,-0.193878
-2.266866,-1.806564,-1.462335,-1.257598,-1.108005,-1.313379,STAR,-0.369045
-1.517616,-1.105223,-0.924049,-0.848862,-0.854369,-1.626986,GALAXY,-0.294529
0.806511,0.535967,0.238289,0.116815,0.019382,0.076329,GALAXY,-0.12452
-0.656273,-1.067098,-1.073709,-1.010203,-0.924457,-1.614688,STAR,-0.367932
0.091627,0.257911,0.366755,0.297894,0.334572,-0.458647,GALAXY,-0.163256
-2.54355,-2.183839,-1.83617,-1.615746,-1.428654,0.014837,STAR,-0.368068
0.026883,-0.192233,-0.263352,-0.165827,-0.127926,0.131671,STAR,-0.368862
-0.800563,-0.087796,0.270349,0.405973,0.392773,-0.532437,GALAXY,-0.300283
0.813695,0.380491,0.093525,-0.067173,-0.174473,-0.329515,GALAXY,-0.196983
0.329243,0.145577,0.106735,0.142813,0.17923,-0.409454,STAR,-0.367645
-0.930943,-0.57868,-0.318602,-0.168016,-0.051058,-1.159651,STAR,-0.367572
0.47557,0.28123,0.065947,-0.104662,-0.183862,-1.005922,GALAXY,-0.186027
-0.884727,-0.470544,-0.26725,-0.143487,-0.057846,1.779643,STAR,-0.367984
-1.629179,-1.189848,-0.656883,-0.391146,-0.204142,-1.768416,STAR,-0.36673
-0.274126,-0.124008,-0.016618,-0.010201,-0.03642,0.180864,GALAXY,-0.270087
1.123094,0.227768,-0.363185,-0.543827,-0.731588,-0.046654,GALAXY,-0.024336
1.076998,0.688477,0.26888,0.071071,-0.100255,0.396085,GALAXY,0.013697
0.727,0.577238,0.447248,0.324665,0.206918,1.644362,GALAXY,-0.161177
0.623911,0.577376,0.371255,0.225237,0.181797,-0.415603,GALAXY,-0.037468
0.116206,0.57711,0.872171,0.929048,0.925176,1.054044,GALAXY,-0.263103
0.510154,0.012177,-0.187698,-0.367566,-0.487022,-0.501691,GALAXY,-0.206396
0.184253,0.448695,0.604572,0.686409,0.736679,1.927223,STAR,-0.36955
-0.822129,-0.367128,-0.137193,-0.016716,0.099561,-0.00361,STAR,-0.370635
-2.076866,-1.995127,-1.740216,-1.542043,-1.376639,-1.793013,STAR,-0.368016
0.403341,1.289973,0.916415,0.702568,0.565871,0.728139,QSO,0.083253
-2.381395,-0.679344,0.272571,0.721866,1.044471,2.333067,STAR,-0.368304
0.671912,0.981615,1.03329,0.951845,1.029615,-1.214993,QSO,4.011032
1.182546,1.036969,0.90377,0.847986,0.832257,1.44144,STAR,-0.367653
-0.180054,0.045625,0.172522,0.187098,0.208105,-0.925983,GALAXY,-0.283224
1.01176,2.09066,2.10345,2.050087,2.039154,-1.52245,QSO,3.018527
0.932864,0.524934,0.236754,0.080373,-0.068329,-0.446349,GALAXY,-0.097367
0.358474,1.446363,1.772202,1.689575,1.735384,-1.559345,QSO,4.374363
-1.253469,-0.84632,-0.586841,-0.439177,-0.317736,0.057881,STAR,-0.36767
0.208772,0.164389,-0.013972,-0.113964,-0.175176,0.469874,GALAXY,-0.167016
1.044355,0.30828,-0.015469,-0.145913,-0.258331,0.924911,GALAXY,-0.240651
0.276421,1.411363,1.730604,1.669397,1.72378,-0.341814,QSO,4.144018
0.829812,0.701221,0.516669,0.374577,0.279924,0.537515,GALAXY,-0.135515
0.011815,0.295898,0.802732,1.00894,1.116875,-1.030518,STAR,-0.364999
0.706978,1.845638,2.236012,2.443332,2.670437,-1.719223,STAR,-0.378649
1.036315,0.329016,-0.069684,-0.268939,-0.417351,1.644362,GALAXY,-0.069211
0.749722,0.827011,0.817345,0.688932,0.719408,-0.550885,GALAXY,-0.143856
0.968654,2.085165,2.113732,2.160637,2.273154,-1.399467,QSO,2.884027
-0.23337,-0.851475,-1.014956,-1.077048,-1.148366,-0.796851,GALAXY,-0.288222
0.552441,0.462087,0.285687,0.128772,0.081211,-0.72921,GALAXY,0.029086
-0.480532,-0.626413,-0.508156,-0.38115,-0.279632,-0.999773,STAR,-0.36857
0.412442,-0.301103,-0.637186,-0.706372,-0.818513,-0.323366,GALAXY,-0.053731
0.408596,0.578715,0.622933,0.531776,0.543584,0.174715,GALAXY,-0.117838
0.878776,0.313956,0.214072,0.248123,0.252404,-1.737671,STAR,-0.36905
0.709003,0.668187,0.671809,0.609145,0.61389,0.420681,GALAXY,-0.112467
1.071754,0.688392,0.413785,0.251754,0.112218,0.014837,GALAXY,-0.070637
-0.431242,-0.125177,0.011177,0.025916,0.037999,-1.337976,GALAXY,-0.258305
-0.19335,0.007521,0.1015,0.165364,0.202387,-1.639284,STAR,-0.370128
0.506586,0.450566,0.367404,0.245019,0.182407,-0.231129,GALAXY,-0.076789
-1.550139,-1.694496,-1.526418,-1.34048,-1.181137,0.06403,STAR,-0.367926
0.600212,0.611366,1.144346,1.41474,1.566641,-0.138892,STAR,-0.366503
-0.312893,-0.707691,-0.731935,-0.651563,-0.598675,0.076329,STAR,-0.367615
-0.066068,1.238807,1.457836,1.577118,1.626631,1.263115,QSO,2.885137
-0.30208,-0.571888,-0.606755,-0.646666,-0.677141,-0.858342,GALAXY,-0.228616
0.040698,0.05568,0.104447,0.169206,0.225811,1.539827,STAR,-0.367225
0.547945,0.715654,0.516104,0.394526,0.348516,0.617454,GALAXY,0.006461
-1.658929,-1.671113,-1.496373,-1.336576,-1.220169,-0.00361,STAR,-0.367496
0.477969,0.614916,0.647112,0.594129,0.549486,-0.526288,GALAXY,-0.124724
0.900776,0.819815,0.770841,0.785098,0.802638,0.691244,STAR,-0.367784
-0.554076,0.211655,0.507611,0.373689,0.604444,-0.950579,GALAXY,-0.044522
-0.390872,-0.259853,-0.364889,-0.45931,-0.495407,0.340742,GALAXY,0.025328
-0.475614,-0.654877,-0.59524,-0.503287,-0.431362,-0.409454,STAR,-0.367617
-1.573512,-1.239643,-0.824565,-0.60071,-0.420862,-0.833746,STAR,-0.367921
-0.480327,-0.453645,-0.330626,-0.202076,-0.113572,1.324606,STAR,-0.367694
0.635954,0.616861,0.960348,1.120712,1.226121,1.73045,STAR,-0.368525
-1.982782,-2.315262,-2.31623,-2.262532,-2.268832,-0.378708,GALAXY,-0.281506
0.687341,0.824864,0.92375,0.829101,0.902212,-0.095847,GALAXY,-0.030557
-1.700553,-1.60613,-1.441471,-1.319089,-1.21777,1.023298,STAR,-0.365614
0.626877,0.424281,0.326268,0.325439,0.356115,-1.571644,STAR,-0.36888
1.00061,0.627511,0.330467,0.19152,0.086294,1.65666,GALAXY,-0.088239
0.620934,0.32688,0.142298,0.023393,-0.066339,-1.110457,GALAXY,-0.193068
1.174831,0.218181,-0.277051,-0.40924,-0.552855,-0.65542,GALAXY,-0.085179
-1.379859,-0.915438,-0.590193,-0.415517,-0.294805,-0.052803,STAR,-0.366619
0.663763,0.153251,0.103167,0.163553,0.25232,0.002539,STAR,-0.366947
-0.789895,-1.554411,-1.574757,-1.456551,-1.34825,-1.036668,STAR,-0.368195
0.414093,0.072569,-0.208572,-0.34003,-0.464952,-0.354112,GALAXY,-0.043008
-1.818276,-1.792205,-1.811143,-1.695014,-1.39565,-0.72921,STAR,-0.368316
0.174103,-0.296968,-0.534048,-0.674211,-0.802998,-0.132742,GALAXY,-0.167222
-0.316943,-0.394454,-0.507713,-0.572603,-0.592949,-0.360261,GALAXY,-0.308337
-0.003469,0.319334,0.460373,0.440112,0.460078,1.349203,GALAXY,-0.224361
0.067844,0.060091,0.051325,0.087486,0.131579,1.453738,STAR,-0.368323
-1.0829,-1.059637,-0.977643,-0.895433,-0.81287,0.07018,STAR,-0.367596
-1.059021,-0.467855,-0.187397,-0.066725,0.065027,0.150119,STAR,-0.369191
1.002249,0.827298,0.692174,0.54674,0.45961,1.392247,GALAXY,-0.07409
0.836333,1.947503,2.015227,1.962151,1.960706,-1.282634,QSO,3.405099
0.35827,0.41565,0.463019,0.413235,0.377876,-0.704613,GALAXY,-0.155887
-0.718678,-0.400863,-0.15866,-0.019301,0.086746,0.525217,STAR,-0.368194
-0.415186,-1.022468,-1.215987,-1.269169,-1.343593,0.217759,GALAXY,-0.249604
-0.532354,-0.443665,-0.423002,-0.359698,-0.305798,1.355352,STAR,-0.368077
-2.349716,-1.316276,-0.726257,-0.616712,-0.537874,0.734288,GALAXY,-0.273597
-0.398478,-0.937567,-1.195829,-1.299844,-1.422752,-1.122756,GALAXY,-0.231046
-0.576256,-1.333462,-1.401276,-1.352841,-1.295992,-0.778403,STAR,-0.367803
0.013093,-0.444547,-0.598724,-0.717282,-0.811374,-0.563183,GALAXY,-0.188526
-0.524736,-0.572112,-0.497252,-0.437524,-0.376789,0.801928,STAR,-0.367304
0.932141,2.096602,2.239571,2.216765,2.287633,-0.194234,QSO,3.294223
-0.533391,-0.288412,-0.137683,-0.156675,-0.153306,-0.606227,GALAXY,-0.250094
0.47774,0.588291,0.621323,0.641051,0.644638,-0.821447,GALAXY,-0.317865
-0.919443,-0.444387,-0.164649,0.000076,0.129088,1.355352,STAR,-0.369512
-0.512416,-0.222366,-0.071812,0.01337,0.097722,1.453738,STAR,-0.367429
-2.640515,-2.162836,-1.733399,-1.499534,-1.310915,0.986403,STAR,-0.368217
-0.881291,-1.448624,-1.635807,-1.706285,-1.768865,-0.415603,GALAXY,-0.207112
-0.96261,-1.624421,-1.761147,-1.79132,-1.836387,1.570572,GALAXY,-0.257093
0.947667,-0.129609,-0.729477,-0.932878,-1.111993,2.468348,GALAXY,-0.109798
0.706387,0.019627,-0.338949,-0.447195,-0.564567,0.150119,GALAXY,-0.150319
-0.797309,-0.313474,-0.070738,0.026435,0.055915,-0.532437,GALAXY,-0.327622
0.351338,-0.315791,-0.621104,-0.737433,-0.846385,-1.602389,GALAXY,-0.218071
0.310534,-0.165194,-0.464703,-0.58652,-0.674649,-0.378708,GALAXY,-0.04749
0.405137,-0.645407,-0.903109,-0.864723,-0.798751,0.494471,STAR,-0.368093
-0.737013,-0.803465,-0.715608,-0.614558,-0.522158,-0.563183,STAR,-0.368153
0.253276,1.112475,1.356233,1.501595,1.672159,1.361501,STAR,-0.362355
0.41607,0.87654,1.079831,1.052917,1.050924,0.918762,GALAXY,-0.274271
0.338054,-0.153992,-0.382449,-0.478116,-0.565353,-1.651583,GALAXY,-0.145402
-0.181355,-0.124327,0.013747,-0.080352,-0.002002,0.555962,GALAXY,-0.181953
0.969763,0.143015,-0.194317,-0.313461,-0.443091,-0.280322,GALAXY,-0.185934
-1.57966,-1.839152,-1.868164,-1.903602,-1.942131,0.924911,GALAXY,-0.240767
-1.859369,-2.082643,-1.917209,-1.775108,-1.625436,0.851122,STAR,-0.368193
0.472159,1.544263,1.554346,1.534679,1.574148,-1.780715,QSO,2.953633
0.434839,0.065692,-0.302991,-0.435343,-0.544044,1.65666,GALAXY,-0.066882
-0.413245,-0.765468,-0.771998,-0.792084,-0.804895,-0.4402,GALAXY,-0.261587
0.826943,0.898308,0.904674,0.92459,0.963414,1.459888,STAR,-0.368052
0.528561,-0.215351,-0.565468,-0.71308,-0.851351,-0.87064,GALAXY,-0.24319
-0.468333,-0.23073,-0.05654,-0.050451,-0.034004,0.119373,GALAXY,-0.28455
0.977815,0.443912,0.283117,0.297445,0.303883,-0.200383,STAR,-0.367991
0.041722,0.408795,0.549802,0.485267,0.609259,0.051732,GALAXY,-0.113398
0.509407,0.384902,0.313086,0.180161,0.134221,-1.45481,GALAXY,-0.220359
-0.035932,0.297099,0.39711,0.368106,0.36333,-1.645433,GALAXY,-0.23477
0.229384,-0.662923,-0.829018,-0.781173,-0.645967,-0.470946,STAR,-0.367524
0.733702,-0.096788,-0.419358,-0.546341,-0.670077,1.699704,GALAXY,-0.2499
0.668958,0.317835,0.28225,0.355771,0.396151,-0.126593,STAR,-0.367737
0.589171,0.531088,0.447644,0.469362,0.470126,1.115535,STAR,-0.366935
-1.474751,-1.590686,-1.426274,-1.27425,-1.132249,-0.022058,STAR,-0.367887
-1.326169,-1.493572,-1.32485,-1.154091,-1.011767,0.531366,STAR,-0.367821
1.151385,1.03343,0.921904,0.886864,0.898667,1.373799,STAR,-0.367293
0.065759,0.366876,0.618573,0.619229,0.677074,-0.200383,GALAXY,-0.263197
0.536746,0.349434,0.305469,0.355041,0.39289,1.379949,STAR,-0.368021
0.666077,0.557213,0.501491,0.527512,0.574398,1.373799,STAR,-0.36792
-0.69111,0.301786,0.733038,0.769817,0.888686,0.266952,QSO,4.245923
-1.282255,-0.836616,-0.611275,-0.471337,-0.382499,0.506769,STAR,-0.367423
0.238811,0.174508,0.157184,0.199134,0.257896,1.613616,STAR,-0.369852
1.0942,1.462348,1.767108,1.933841,1.88841,0.236207,QSO,1.962747
0.680121,0.806104,0.768101,0.658644,0.560003,-0.723061,GALAXY,-0.224502
-0.53949,-0.250808,0.209233,0.408435,0.566147,-1.553196,STAR,-0.37099
0.66275,-0.209207,-0.438942,-0.432873,-0.400372,-0.962878,STAR,-0.368072
0.757148,0.506919,0.358977,0.368888,0.387665,-1.688477,STAR,-0.368063
0.959842,0.082868,-0.419716,-0.578748,-0.731488,1.011,GALAXY,-0.062367
-0.208044,0.909712,1.237174,1.30041,1.310229,-0.962878,QSO,4.654273
1.151988,1.176055,1.365075,1.436966,1.5378,-1.012071,STAR,-0.367875
1.13639,0.718949,0.41468,0.254444,0.140056,0.476024,GALAXY,-0.056202
1.079252,1.334847,1.38529,1.428895,1.444488,-1.430213,STAR,-0.366936
-0.129642,-0.380212,-0.324336,-0.238026,-0.122417,-0.483244,STAR,-0.368372
-1.654325,-1.117903,-0.757837,-0.580234,-0.434037,1.035596,STAR,-0.367453
0.038275,0.248632,0.406874,0.378727,0.380434,-1.626986,GALAXY,-0.184589
0.984614,0.689264,0.445469,0.244922,0.143759,-0.741508,GALAXY,-0.106448
-1.568739,-1.241822,-0.983395,-0.837855,-0.795315,0.371488,GALAXY,-0.308376
0.511721,-0.287551,-0.613318,-0.750657,-0.875736,-1.362572,GALAXY,-0.217409
0.936661,0.749847,0.739572,0.654951,0.647522,0.340742,GALAXY,-0.138668
1.143767,-0.345456,-0.911141,-1.001973,-1.028328,-1.110457,STAR,-0.367979
0.220826,0.548158,0.667421,0.746123,0.794562,1.404545,STAR,-0.368232
-0.340569,-0.853845,-1.109582,-1.259339,-1.411132,0.297698,GALAXY,-0.200077
0.197477,0.141984,0.091218,-0.045448,-0.093785,-1.706925,GALAXY,-0.157574
-2.207704,-1.883495,-1.569013,-1.454942,-1.301109,-0.606227,GALAXY,-0.317996
-0.14418,0.133343,0.465994,0.619766,0.729715,0.857271,STAR,-0.367118
1.102541,0.903771,0.692739,0.550512,0.479581,0.248505,GALAXY,-0.139968
-0.828807,-0.466707,-0.339382,-0.271137,-0.26552,-0.015909,GALAXY,-0.347564
-0.88686,-1.496825,-1.67121,-1.742719,-1.800382,1.87803,GALAXY,-0.305039
1.100227,0.255222,-0.08843,-0.21013,-0.30798,-0.311068,GALAXY,-0.136374
0.702674,0.777513,0.700225,0.579288,0.556291,-0.981325,GALAXY,-0.184929
0.994329,2.162159,2.31336,2.103507,1.99453,-0.624674,QSO,4.082248
-0.543745,-1.071828,-1.24816,-1.288581,-1.370921,-0.495542,GALAXY,-0.245876
-0.435172,0.123969,0.376133,0.399757,0.403917,0.156268,GALAXY,-0.265371
1.031842,1.231048,1.157057,1.15653,1.161316,-0.4402,STAR,-0.367327
-0.994048,-0.493694,-0.207376,-0.241552,-0.093751,0.697393,GALAXY,-0.138425
-0.100977,-0.104983,-0.022013,0.062824,0.155856,-0.981325,STAR,-0.368076
0.934998,0.911753,0.923524,0.955327,1.00181,0.402234,STAR,-0.367166
0.489023,0.498129,0.476625,0.42506,0.380601,0.445278,GALAXY,-0.209157
1.0722,0.251045,-0.352743,-0.525434,-0.683076,0.150119,GALAXY,-0.002845
-1.393155,-0.320627,0.038878,0.248624,0.257879,1.742749,QSO,1.709917
-1.467687,-1.272156,-1.20273,-1.197497,-1.267761,-1.331827,GALAXY,-0.285744
-1.195355,-1.521781,-1.620121,-1.655652,-1.715764,-0.809149,GALAXY,-0.289379
0.915952,0.760699,0.623121,0.508337,0.440131,-1.012071,GALAXY,-0.08161
0.082237,-0.284649,-0.336727,-0.27628,-0.215177,0.260803,STAR,-0.367771
0.409742,0.759529,0.889891,0.948091,1.004586,0.002539,STAR,-0.365653
-0.948856,-0.796897,-0.626697,-0.503358,-0.379807,0.777332,STAR,-0.367809
1.147275,0.334639,-0.047265,-0.223054,-0.389964,0.949508,GALAXY,-0.233534
0.9647,1.024204,0.970196,0.935492,0.897848,-0.317217,STAR,-0.367349
-0.21958,-0.405593,-0.466492,-0.516756,-0.527074,-1.737671,GALAXY,-0.177837
-0.819187,-0.580158,-0.312642,-0.155998,-0.049277,-0.882939,STAR,-0.367895
0.621778,0.502029,0.502188,0.550081,0.605397,-1.288783,STAR,-0.367241
-2.106604,-1.800294,-0.940489,-0.532608,-0.271414,-1.786864,STAR,-0.368563
-0.611852,-0.137889,0.07573,0.197622,0.259819,0.586708,STAR,-0.368339
0.214847,0.375007,0.763281,0.938622,1.051869,-0.483244,STAR,-0.368365
-0.169482,-0.557614,-0.864185,-0.993647,-1.07954,1.58902,GALAXY,-0.217805
0.401484,-0.301049,-0.678822,-0.77436,-0.90548,-0.360261,GALAXY,-0.121323
-1.299047,-1.877766,-1.988852,-2.011505,-2.054654,-1.135054,GALAXY,-0.208897
0.208627,-0.064605,-0.14803,-0.130079,-0.075092,0.193163,STAR,-0.36937
1.030227,2.0964,2.359929,2.276092,2.213423,0.894166,QSO,3.753957
-0.074265,0.07023,-0.008935,-0.120478,-0.19931,-1.368722,GALAXY,-0.082778
0.40363,1.379201,1.453364,1.534723,1.49152,0.217759,QSO,2.154628
-1.331051,-1.233362,-1.073399,-0.947666,-0.779966,0.057881,STAR,-0.367831
-0.121301,1.14012,1.36192,1.557564,1.592139,0.100925,QSO,2.167943
0.999211,-0.006668,-0.332631,-0.358221,-0.351033,0.906464,STAR,-0.367557
0.421073,0.482473,0.46945,0.388978,0.365052,0.445278,GALAXY,-0.207327
0.269923,-0.318597,-0.581644,-0.687662,-0.776764,0.125522,GALAXY,-0.142212
-0.303406,-0.661679,-0.885201,-0.936966,-0.99376,-0.759956,GALAXY,-0.116042
1.159245,0.805615,0.728001,0.876824,0.894863,-1.104308,GALAXY,-0.309214
-0.098843,-0.24172,-0.521177,-0.679134,-0.795967,-0.667718,GALAXY,-0.157591
0.598971,0.873734,1.00397,1.086696,1.128253,1.170878,STAR,-0.369254
-1.773108,0.050472,0.93034,1.47623,1.825912,-1.700776,STAR,-0.368209
0.691223,1.004105,1.124065,1.196709,1.272451,0.020986,STAR,-0.366851
0.419385,0.187783,-0.07136,-0.196643,-0.341135,0.150119,GALAXY,-0.246969
0.81936,0.640287,0.430121,0.255631,0.147438,0.777332,GALAXY,-0.154591
-0.10821,-0.669226,-0.922712,-1.004857,-1.079231,-0.397156,GALAXY,-0.212802
1.031228,-0.084597,-0.662316,-0.825054,-0.993936,-1.104308,GALAXY,-0.055279
0.596837,0.567736,0.444423,0.365715,0.294529,0.709691,GALAXY,-0.096939
0.440794,0.497406,0.455957,0.474189,0.49554,0.082478,STAR,-0.367655
1.048574,0.848608,0.808767,0.738659,0.766381,-0.981325,GALAXY,-0.280669
1.048405,0.825204,0.759561,0.63218,0.623019,-1.786864,GALAXY,-0.176448
-0.513646,0.177654,0.572079,0.649474,0.696962,-0.501691,GALAXY,-0.278449
-0.945818,0.347085,0.923618,1.207901,1.432015,-0.329515,STAR,-0.35781
0.787995,0.374858,0.043811,-0.166372,-0.322033,-0.415603,GALAXY,-0.194219
0.770902,0.651415,0.5732,0.580967,0.589011,-0.483244,STAR,-0.367799
0.113783,-0.581816,-0.813878,-0.887538,-0.938468,-0.704613,GALAXY,-0.154069
0.679554,0.724168,0.674163,0.58233,0.527057,0.316146,GALAXY,-0.200887
0.76479,0.410028,0.348922,0.371201,0.415253,0.162417,STAR,-0.368353
1.071272,0.979128,0.777828,0.544428,0.48978,0.93721,GALAXY,-0.084916
0.625454,-0.046026,-0.469345,-0.618822,-0.743451,0.512918,GALAXY,-0.024905
1.117669,0.961782,0.794644,0.587306,0.506885,-0.735359,GALAXY,-0.088739
1.034422,0.228544,-0.11952,-0.239125,-0.356442,0.709691,GALAXY,-0.195611
0.381727,0.583923,0.737303,0.839335,0.895557,-0.415603,STAR,-0.369611
0.063384,0.095962,0.154321,0.205798,0.31165,1.668959,STAR,-0.368881
0.860972,0.038493,-0.240896,-0.308634,-0.413623,-1.042817,GALAXY,-0.162111
0.082791,-0.751693,-1.089819,-1.202174,-1.298007,2.443752,GALAXY,-0.177346
0.370782,0.236611,0.31883,0.401093,0.489496,0.888017,STAR,-0.367859
0.450232,0.264904,0.01483,-0.14958,-0.256834,-0.009759,GALAXY,-0.111552
-0.2498,-0.21669,-0.089484,0.196206,0.097421,1.097088,STAR,-0.368019
1.102626,0.831422,0.558794,0.390042,0.285968,0.765034,GALAXY,-0.128097
0.48384,0.599154,0.64972,0.753341,0.766574,1.533677,STAR,-0.368413
0.270237,0.331302,0.297946,0.190078,0.172726,0.193163,GALAXY,-0.150553
-2.258043,-1.860962,-1.589586,-1.434193,-1.312938,-1.725372,STAR,-0.368445
1.173324,0.90984,0.749619,0.726895,0.709669,0.389935,STAR,-0.369629
0.920713,0.629701,0.400801,0.270551,0.183937,1.115535,GALAXY,-0.094927
0.3091,0.133683,0.080466,0.096603,0.16093,0.955657,STAR,-0.367255
-0.285614,-0.313124,-0.424762,-0.550473,-0.61802,0.365339,GALAXY,-0.219057
0.839877,0.744107,0.694754,0.720354,0.801075,-0.58778,STAR,-0.368739
1.182389,1.030879,1.46309,1.627803,1.704386,-1.768416,STAR,-0.367508
0.337849,0.410485,0.415198,0.325931,0.273362,-1.061264,GALAXY,-0.181903
1.169684,0.880271,0.578407,0.364299,0.260379,-1.061264,GALAXY,-0.10864
-0.801552,0.252373,0.781622,1.040371,1.25171,1.779643,STAR,-0.368183
0.382993,1.525546,1.935543,2.168901,2.399613,-0.51399,STAR,-0.368757
1.054698,0.178217,-0.197217,-0.321391,-0.454034,-0.058953,GALAXY,-0.15721
-1.110698,-1.483422,-1.435558,-1.327679,-1.238201,-0.335664,STAR,-0.367635
0.994655,0.298916,-0.108504,-0.230026,-0.339137,0.949508,GALAXY,-0.119243
0.069713,-0.752352,-1.115269,-1.210799,-1.320971,-0.507841,GALAXY,-0.141068
0.848472,0.610941,0.292466,0.147095,0.02867,0.119373,GALAXY,-0.138032
0.146125,1.267706,1.682067,1.925594,2.138101,0.125522,GALAXY,0.937214
-0.105088,-0.170689,-0.126638,-0.032638,0.036043,-0.403305,STAR,-0.368071
0.691536,0.520204,0.434452,3.206277,0.312728,-0.286471,GALAXY,-0.17425
-1.584711,-1.942792,-1.785382,-1.578292,-1.437908,0.383786,STAR,-0.368057
-0.917406,-0.716279,-0.587981,-0.52204,-0.456116,1.330755,STAR,-0.368173
-1.120932,-1.757588,-1.890206,-1.911594,-1.961659,-1.042817,GALAXY,-0.296738
0.121233,1.326312,1.576331,1.623759,1.556877,1.58902,QSO,4.891455
0.895231,0.605946,0.181523,0.020992,-0.137364,-0.132742,GALAXY,0.078042
-1.460455,-1.119519,-0.851889,-0.715181,-0.573822,1.472186,STAR,-0.367838
1.161632,0.532098,0.371265,0.35374,0.37164,-0.649271,STAR,-0.368149
0.321335,0.457123,0.467652,0.395888,0.357988,-1.067413,GALAXY,-0.098925
-3.37671,-2.74366,-2.259831,-2.004296,-1.805414,1.410694,STAR,-0.368307
1.144394,1.01028,0.799822,0.623318,0.561357,-0.772254,GALAXY,-0.022519
0.119509,0.107813,0.068621,0.001545,-0.039262,-1.571644,GALAXY,-0.145047
-0.858002,-0.421801,-0.151815,-0.035839,0.049686,-0.200383,STAR,-0.367722
0.479488,0.557723,0.63167,0.648911,0.675753,-1.780715,STAR,-0.36748
-1.163918,-1.110378,-0.982134,-0.854129,-0.734773,0.42683,STAR,-0.368005
-0.70613,-0.398758,-0.395245,-0.497344,-0.546828,2.130145,GALAXY,-0.219254
1.046983,-0.301294,-0.724195,-0.796032,-0.827316,0.494471,STAR,-0.368279
0.323794,0.310374,0.28097,0.29741,0.311641,0.008688,STAR,-0.367487
-1.476222,-1.360098,-1.261888,-1.280361,-1.288652,-0.470946,GALAXY,-0.221987
0.565122,-0.55348,-0.873337,-0.904278,-0.890918,-0.489393,STAR,-0.367663
-2.909665,-3.063954,-2.885955,-2.784789,-2.706995,-0.175786,GALAXY,-0.318752
-0.026252,0.292985,0.464111,0.412725,0.462043,1.632064,GALAXY,-0.185924
0.447339,0.629297,0.698125,0.678478,0.676087,-0.132742,GALAXY,-0.293996
1.069488,1.169466,1.182441,1.219005,1.261416,1.386098,STAR,-0.36882
0.050389,0.060792,0.091868,0.152555,0.227424,-0.101997,STAR,-0.367875
1.034904,0.261663,-0.138436,-0.298251,-0.453223,0.765034,GALAXY,-0.164828
-0.376672,-0.49939,-0.422729,-0.305443,-0.215228,-0.4402,STAR,-0.367862
0.306749,0.19602,-0.023877,-0.161765,-0.218964,-0.0774,GALAXY,-0.06872
-0.129799,-0.079867,-0.140479,-0.25961,-0.316724,-0.981325,GALAXY,-0.22096
-0.335302,-0.230199,0.221407,0.444877,0.623312,-1.251888,STAR,-0.367871
0.556624,-0.103389,-0.378052,-0.457684,-0.531989,0.894166,GALAXY,-0.18997
0.465553,-0.453209,-0.788249,-0.91154,-1.013205,0.771183,GALAXY,-0.196101
0.058068,-0.502707,-0.688934,-0.80725,-0.919316,-0.022058,GALAXY,-0.202441
-1.193861,-0.924759,-0.782581,-0.717784,-0.739521,0.543664,GALAXY,-0.293335
-1.444483,-2.150571,-2.340306,-2.383693,-2.430937,-0.618525,GALAXY,-0.274397
-1.003968,-0.738864,-0.448565,-0.287129,-0.152412,0.020986,STAR,-0.368232
-0.321427,-0.371687,-0.353797,-0.323879,-0.289312,-0.089698,STAR,-0.367051
-0.990636,-1.42675,-1.579079,-1.638499,-1.737273,-0.87064,GALAXY,-0.224389
0.963675,0.879112,0.742114,0.607914,0.52592,-0.22498,GALAXY,-0.178401
1.044789,0.954523,0.929672,0.952971,0.98362,-0.969027,STAR,-0.368247
