@relation table_train-weka.filters.unsupervised.attribute.Remove-R1-11

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
GALAXY,-0.23477,-0.823798
STAR,-0.367524,1.010286
GALAXY,-0.2499,-0.622068
STAR,-0.367737,0.793344
STAR,-0.366935,1.072458
STAR,-0.367887,0.841627
STAR,-0.367821,1.01227
STAR,-0.367293,1.114788
GALAXY,-0.263197,-0.622068
STAR,-0.368021,1.132646
STAR,-0.36792,1.132646
QSO,4.245923,-0.827766
STAR,-0.367423,1.01227
STAR,-0.369852,0.861469
QSO,1.962747,-0.688209
GALAXY,-0.224502,-0.706067
STAR,-0.37099,-0.818506
STAR,-0.368072,2.518956
STAR,-0.368063,1.222597
GALAXY,-0.062367,-0.87671
QSO,4.654273,-0.622068
STAR,-0.367875,-0.709374
GALAXY,-0.056202,-0.84827
STAR,-0.366936,1.91443
STAR,-0.368372,1.079733
STAR,-0.367453,1.502373
GALAXY,-0.184589,-0.823798
GALAXY,-0.106448,-0.678288
GALAXY,-0.308376,-0.878694
GALAXY,-0.217409,-0.680272
GALAXY,-0.138668,-0.632651
STAR,-0.367979,1.290061
STAR,-0.368232,1.602245
GALAXY,-0.200077,-0.413063
GALAXY,-0.157574,-0.651832
GALAXY,-0.317996,2.320534
STAR,-0.367118,-0.66043
GALAXY,-0.139968,-0.688209
GALAXY,-0.347564,-0.679611
GALAXY,-0.305039,-0.839671
GALAXY,-0.136374,-0.631328
GALAXY,-0.184929,-0.709374
QSO,4.082248,-0.682918
GALAXY,-0.245876,-0.864805
GALAXY,-0.265371,-0.682918
STAR,-0.367327,1.017561
GALAXY,-0.138425,-0.839671
STAR,-0.368076,-0.706067
STAR,-0.367166,1.290061
GALAXY,-0.209157,-0.877372
GALAXY,-0.002845,2.516972
QSO,1.709917,1.578435
GALAXY,-0.285744,-0.69813
GALAXY,-0.289379,-0.866789
GALAXY,-0.08161,-0.622068
STAR,-0.367771,1.323793
STAR,-0.365653,0.83832
STAR,-0.367809,1.311887
GALAXY,-0.233534,-0.828427
STAR,-0.367349,1.08767
GALAXY,-0.177837,-0.632651
STAR,-0.367895,2.513665
STAR,-0.367241,2.512342
STAR,-0.368563,1.131985
STAR,-0.368339,1.01227
STAR,-0.368365,-0.626698
GALAXY,-0.217805,-0.827105
GALAXY,-0.121323,-0.682256
GALAXY,-0.208897,-0.689532
STAR,-0.36937,1.034758
QSO,3.753957,-0.66043
GALAXY,-0.082778,-0.687548
QSO,2.154628,-0.682918
STAR,-0.367831,1.075765
QSO,2.167943,-0.682256
STAR,-0.367557,1.310565
GALAXY,-0.207327,-0.877372
GALAXY,-0.142212,-0.880679
GALAXY,-0.116042,-0.688209
GALAXY,-0.309214,-0.703421
GALAXY,-0.157591,1.753046
STAR,-0.369254,-0.585029
STAR,-0.368209,1.77355
STAR,-0.366851,1.072458
GALAXY,-0.246969,-0.880679
GALAXY,-0.154591,-0.62273
GALAXY,-0.212802,-0.622068
GALAXY,-0.055279,-0.709374
GALAXY,-0.096939,-0.569817
STAR,-0.367655,-0.682256
GALAXY,-0.280669,-0.703421
GALAXY,-0.176448,-0.37404
GALAXY,-0.278449,-0.88134
STAR,-0.35781,-0.650509
GALAXY,-0.194219,-0.681595
STAR,-0.367799,1.017561
GALAXY,-0.154069,-0.682918
GALAXY,-0.200887,-0.413063
STAR,-0.368353,1.030128
GALAXY,-0.084916,-0.380655
GALAXY,-0.024905,2.513665
GALAXY,-0.088739,-0.37867
GALAXY,-0.195611,-0.585029
STAR,-0.369611,-0.632651
STAR,-0.368881,-0.82512
GALAXY,-0.162111,-0.622068
GALAXY,-0.177346,-0.839671
STAR,-0.367859,-0.87671
GALAXY,-0.111552,-0.679611
STAR,-0.368019,-0.878033
GALAXY,-0.128097,-0.659768
STAR,-0.368413,-0.589659
GALAXY,-0.150553,-0.682918
STAR,-0.368445,-0.649186
STAR,-0.369629,2.504405
GALAXY,-0.094927,-0.568494
STAR,-0.367255,1.310565
GALAXY,-0.219057,-0.878694
STAR,-0.368739,1.079733
STAR,-0.367508,2.504405
GALAXY,-0.181903,-0.706067
GALAXY,-0.10864,-0.700114
STAR,-0.368183,-0.622068
STAR,-0.368757,-0.680934
GALAXY,-0.15721,-0.679611
STAR,-0.367635,1.08767
GALAXY,-0.119243,-0.37867
GALAXY,-0.141068,-0.864805
GALAXY,-0.138032,-0.880679
GALAXY,0.937214,1.739157
STAR,-0.368071,1.010286
GALAXY,-0.17425,-0.435551
STAR,-0.368057,1.131985
STAR,-0.368173,1.132646
GALAXY,-0.296738,-0.741122
QSO,4.891455,-0.589659
GALAXY,0.078042,-0.628682
STAR,-0.367838,-0.626037
STAR,-0.368149,2.731929
GALAXY,-0.098925,-0.37404
STAR,-0.368307,1.132646
GALAXY,-0.022519,-0.377347
GALAXY,-0.145047,-0.703421
STAR,-0.367722,-0.87671
STAR,-0.36748,-0.414386
STAR,-0.368005,1.290061
GALAXY,-0.219254,-0.82512
STAR,-0.368279,1.342312
STAR,-0.367487,1.075765
GALAXY,-0.221987,-0.466637
STAR,-0.367663,1.243762
GALAXY,-0.318752,-0.622068
GALAXY,-0.185924,-0.37404
GALAXY,-0.293996,-0.650509
STAR,-0.36882,0.328374
STAR,-0.367875,-0.628682
GALAXY,-0.164828,-0.659768
STAR,-0.367862,1.010286
GALAXY,-0.06872,-0.37404
GALAXY,-0.22096,-0.645218
STAR,-0.367871,-0.699453
GALAXY,-0.18997,-0.380655
GALAXY,-0.196101,-0.629344
GALAXY,-0.202441,-0.607517
GALAXY,-0.293335,-0.84827
GALAXY,-0.274397,-0.866789
STAR,-0.368232,0.839642
STAR,-0.367051,0.793344
GALAXY,-0.224389,-0.703421
GALAXY,-0.178401,-0.62273
STAR,-0.368247,1.243762
GALAXY,-0.079275,-0.762287
STAR,-0.370011,1.212015
GALAXY,-0.295802,-0.630005
STAR,-0.366173,-0.682256
STAR,-0.367925,0.841627
GALAXY,-0.183753,-0.651832
STAR,-0.36963,2.163119
STAR,-0.370223,2.161796
STAR,-0.367334,0.041323
GALAXY,-0.048045,-0.622068
GALAXY,-0.018805,-0.622068
STAR,-0.367215,1.01227
STAR,-0.368098,1.323793
STAR,-0.36784,1.079733
GALAXY,-0.088757,-0.377347
GALAXY,-0.085114,-0.397851
STAR,-0.368261,1.079733
GALAXY,-0.248831,-0.682918
STAR,-0.36793,0.334327
GALAXY,-0.018683,-0.682918
STAR,-0.368887,1.323793
QSO,0.038707,-0.606856
GALAXY,-0.280557,-0.379332
GALAXY,-0.196592,-0.630005
GALAXY,-0.199938,-0.650509
STAR,-0.365986,0.83832
STAR,-0.367823,2.419084
GALAXY,-0.069654,-0.679611
STAR,-0.368438,-0.435551
STAR,-0.369782,1.342312
GALAXY,-0.179219,-0.628682
STAR,-0.368116,-0.825782
STAR,-0.368317,0.861469
GALAXY,-0.27202,-0.688209
STAR,-0.367923,1.046663
QSO,2.53016,-0.630005
GALAXY,-0.208892,-0.679611
GALAXY,-0.149935,-0.82512
STAR,-0.367405,1.290061
GALAXY,-0.151686,-0.682256
STAR,-0.368303,1.479885
GALAXY,-0.280558,-0.681595
STAR,-0.368289,1.079733
GALAXY,-0.104059,-0.632651
GALAXY,-0.175419,-0.379332
GALAXY,-0.266651,-0.681595
GALAXY,-0.206283,-0.864805
STAR,-0.367957,0.83832
STAR,-0.369146,1.079733
GALAXY,-0.155029,-0.466637
QSO,3.927663,-0.682918
STAR,-0.36792,0.793344
GALAXY,-0.246476,-0.624052
GALAXY,-0.212807,-0.681595
QSO,1.664888,-0.82512
GALAXY,-0.080216,-0.678288
GALAXY,-0.046474,-0.702099
STAR,-0.368247,1.215983
GALAXY,-0.1991,-0.681595
STAR,-0.367978,1.132646
STAR,-0.366789,0.83832
GALAXY,-0.25485,-0.82512
STAR,-0.368592,2.300692
GALAXY,-0.191896,-0.622068
GALAXY,-0.304731,-0.878694
GALAXY,-0.06953,-0.827105
STAR,-0.368702,1.030128
STAR,-0.368319,1.065844
STAR,-0.367535,0.83832
GALAXY,-0.131291,-0.526164
STAR,-0.367267,1.065844
GALAXY,-0.082504,-0.687548
STAR,-0.367799,1.718653
GALAXY,-0.280205,-0.606856
GALAXY,-0.209261,-0.823798
STAR,-0.366207,1.553301
GALAXY,-0.302656,-0.866789
GALAXY,-0.156722,-0.826443
STAR,-0.369187,0.83832
STAR,-0.368433,1.342312
STAR,-0.368706,2.493823
STAR,-0.367674,0.793344
GALAXY,-0.141065,-0.839671
GALAXY,-0.157804,-0.679611
STAR,-0.367361,1.310565
GALAXY,-0.250361,-0.37404
GALAXY,-0.104185,-0.650509
GALAXY,-0.002647,-0.844963
GALAXY,1.143212,-0.60421
GALAXY,-0.163429,-0.66043
STAR,-0.367743,0.83832
STAR,-0.367334,-0.414386
GALAXY,-0.096838,-0.629344
GALAXY,-0.287933,-0.88134
STAR,-0.367918,0.83832
GALAXY,-0.136888,-0.88134
GALAXY,-0.295743,-0.649186
STAR,-0.367761,1.342312
STAR,-0.368328,-0.827105
GALAXY,-0.071861,-0.628682
STAR,-0.368661,1.132646
QSO,4.106505,-0.68887
GALAXY,-0.180618,-0.622068
STAR,-0.367857,-0.839671
STAR,-0.369372,1.079733
GALAXY,-0.158465,-0.82512
GALAXY,-0.213068,-0.678288
STAR,-0.368168,1.131985
GALAXY,-0.067979,-0.659768
GALAXY,-0.026783,-0.706067
GALAXY,-0.102115,-0.622068
GALAXY,-0.124715,-0.668367
GALAXY,-0.227793,-0.702099
GALAXY,-0.145712,-0.688209
GALAXY,-0.361075,-0.741122
STAR,-0.368051,-0.828427
STAR,-0.367465,0.793344
QSO,3.512952,-0.682256
GALAXY,-0.143642,-0.880679
GALAXY,-0.118074,-0.661091
GALAXY,-0.091541,-0.827766
GALAXY,-0.213434,-0.682256
STAR,-0.368568,0.793344
STAR,-0.368187,0.212628
STAR,-0.368149,0.211305
GALAXY,-0.233541,-0.824459
STAR,-0.375621,-0.877372
GALAXY,-0.071035,-0.628682
GALAXY,-0.168861,-0.668367
STAR,-0.368019,1.065844
GALAXY,-0.134508,-0.628682
QSO,3.657788,-0.659768
STAR,-0.367526,-0.827105
STAR,-0.367419,-0.632651
GALAXY,-0.086668,-0.682918
GALAXY,-0.265316,-0.681595
STAR,-0.366833,0.793344
STAR,-0.367832,-0.681595
GALAXY,-0.178281,-0.632651
STAR,-0.366774,1.131985
GALAXY,-0.157695,-0.631989
STAR,-0.368047,1.072458
GALAXY,-0.348397,-0.709374
GALAXY,-0.181078,-0.844963
QSO,2.570226,-0.703421
GALAXY,-0.109984,1.047986
GALAXY,-0.130462,-0.682256
STAR,-0.367965,0.540025
QSO,4.688512,-0.827105
GALAXY,-0.265811,-0.709374
STAR,-0.3682,2.729284
QSO,2.961528,-0.878033
STAR,-0.367653,1.010286
STAR,-0.367422,-0.87671
STAR,-0.367627,1.132646
STAR,-0.367428,-0.415048
STAR,-0.366552,0.334327
GALAXY,-0.063949,-0.828427
GALAXY,-0.233112,-0.37867
GALAXY,-0.359618,-0.877372
STAR,-0.368188,-0.622068
GALAXY,-0.145602,-0.622068
STAR,-0.367439,1.132646
GALAXY,-0.152781,-0.606856
STAR,-0.367499,1.01227
GALAXY,-0.289366,-0.88134
STAR,-0.367402,1.739157
GALAXY,-0.119482,1.758999
GALAXY,-0.04972,-0.682918
STAR,-0.368097,1.290061
QSO,0.61183,1.561899
GALAXY,-0.367953,1.739157
STAR,-0.369889,-0.412402
STAR,-0.369591,1.27088
STAR,-0.368734,1.310565
GALAXY,-0.262496,-0.747074
STAR,-0.36766,-0.650509
GALAXY,-0.118305,-0.844963
GALAXY,-0.143937,-0.82512
STAR,-0.367381,0.841627
STAR,-0.367561,1.079733
GALAXY,-0.119987,-0.682256
STAR,-0.368263,-0.823798
STAR,-0.368818,-0.845624
GALAXY,-0.112289,-0.379332
GALAXY,-0.189904,-0.632651
GALAXY,-0.156743,2.244472
STAR,-0.368659,1.27088
STAR,-0.367949,0.1994
GALAXY,-0.14913,-0.703421
GALAXY,-0.272,-0.838349
GALAXY,-0.144881,-0.624052
GALAXY,-0.266748,-0.844963
GALAXY,-0.329205,-0.66043
STAR,-0.364368,0.793344
GALAXY,-0.29816,-0.741122
STAR,-0.365058,1.010286
STAR,-0.368389,-0.585029
QSO,1.787086,-0.828427
GALAXY,-0.158298,-0.84364
STAR,-0.367058,2.501098
GALAXY,-0.123123,-0.84364
GALAXY,-0.231677,-0.632651
STAR,-0.368579,0.579048
QSO,0.287242,-0.606856
GALAXY,-0.263568,-0.703421
GALAXY,-0.150166,-0.649186
GALAXY,-0.180886,-0.632651
STAR,-0.367004,2.504405
STAR,-0.368106,0.841627
QSO,3.180614,-0.700114
GALAXY,-0.154972,-0.682256
GALAXY,-0.222324,-0.698792
GALAXY,-0.176659,-0.62273
GALAXY,-0.221683,-0.703421
STAR,-0.368527,-0.825782
STAR,-0.368172,-0.827105
GALAXY,0.00672,-0.703421
STAR,-0.366276,1.075765
GALAXY,-0.21647,-0.699453
STAR,-0.368236,0.637913
STAR,-0.368252,2.244472
GALAXY,-0.092261,-0.630005
GALAXY,-0.28511,-0.650509
STAR,-0.368391,1.079733
STAR,-0.367988,1.290061
STAR,-0.367938,0.211305
GALAXY,-0.19932,2.552026
GALAXY,-0.290557,-0.762287
GALAXY,-0.347974,-0.568494
STAR,-0.367,-0.827766
STAR,-0.36782,1.065844
GALAXY,-0.129117,0.328374
STAR,-0.368913,1.08767
GALAXY,-0.137676,-0.824459
QSO,0.172334,2.518295
GALAXY,-0.042504,-0.866789
STAR,-0.367527,-0.626037
STAR,-0.367703,2.504405
QSO,2.669964,-0.574447
STAR,-0.367439,2.032822
STAR,-0.370168,-0.373379
QSO,3.891971,-0.626698
GALAXY,-0.051523,-0.632651
GALAXY,-0.034489,-0.632651
STAR,-0.367676,-0.679611
GALAXY,-0.246667,-0.435551
QSO,0.014093,-0.661091
GALAXY,-0.201759,-0.877372
STAR,-0.368399,1.01227
STAR,-0.368077,1.079733
GALAXY,-0.148903,-0.682256
STAR,-0.368,1.553301
GALAXY,-0.19285,-0.629344
GALAXY,-0.284001,-0.626698
STAR,-0.367153,1.520892
GALAXY,-0.120873,-0.682256
GALAXY,-0.108951,-0.630005
GALAXY,-0.124786,-0.661091
STAR,-0.367754,1.212015
QSO,2.021102,1.212015
QSO,4.212478,1.600922
GALAXY,-0.316802,-0.37867
STAR,-0.367755,0.793344
GALAXY,-0.259113,-0.628682
QSO,1.25638,2.678355
GALAXY,-0.118847,-0.687548
STAR,-0.367543,-0.622068
GALAXY,-0.114082,-0.878694
GALAXY,-0.321737,-0.741122
QSO,3.683682,-0.379332
GALAXY,-0.149521,-0.668367
STAR,-0.367709,2.504405
GALAXY,-0.085961,-0.632651
STAR,-0.367861,-0.692839
STAR,-0.367716,-0.681595
STAR,-0.366364,0.793344
GALAXY,-0.156575,-0.628682
STAR,-0.36779,0.304564
QSO,0.34957,-0.699453
GALAXY,-0.249689,-0.864805
GALAXY,-0.203833,-0.699453
STAR,-0.366359,-0.88134
GALAXY,-0.224854,-0.709374
QSO,3.982042,-0.651832
STAR,-0.365528,0.839642
STAR,-0.368473,-0.622068
GALAXY,-0.165,-0.606856
GALAXY,-0.015923,-0.585029
STAR,-0.368329,-0.682256
STAR,-0.367789,-0.703421
GALAXY,0.020253,-0.668367
GALAXY,-0.187811,-0.84364
QSO,2.010805,-0.628682
GALAXY,-0.125056,-0.622068
STAR,-0.367913,-0.427614
STAR,-0.369438,2.731929
GALAXY,-0.302021,-0.688209
STAR,-0.367483,1.342312
STAR,-0.367544,1.08767
GALAXY,-0.160493,-0.659768
GALAXY,-0.088168,-0.569817
STAR,-0.368592,0.83832
GALAXY,-0.18129,-0.628682
QSO,5.289797,-0.681595
GALAXY,-0.102412,-0.632651
STAR,-0.366426,2.504405
STAR,-0.366977,1.310565
STAR,-0.367863,1.222597
GALAXY,-0.304955,-0.379332
QSO,0.65549,-0.842978
STAR,-0.368142,-0.839671
STAR,-0.367457,0.83832
GALAXY,-0.104196,1.95213
STAR,-0.367951,-0.878694
QSO,0.709394,2.496468
STAR,-0.367954,1.065844
GALAXY,-0.043769,-0.435551
STAR,-0.367753,1.010286
QSO,3.217219,-0.622068
GALAXY,-0.093973,-0.659768
GALAXY,-0.010944,-0.84364
GALAXY,-0.085325,-0.679611
STAR,-0.367246,-0.878694
GALAXY,-0.221692,-0.844963
GALAXY,-0.288995,-0.866789
STAR,-0.36796,1.758337
GALAXY,-0.183947,-0.82512
STAR,-0.367524,0.211305
STAR,-0.366684,1.290061
GALAXY,-0.165928,-0.589659
GALAXY,-0.155716,-0.630005
GALAXY,-0.15263,-0.632651
GALAXY,-0.145698,-0.631989
STAR,-0.368122,1.075765
QSO,1.412946,-0.661091
GALAXY,-0.142618,-0.651832
GALAXY,-0.218162,-0.82512
STAR,-0.367645,1.075765
GALAXY,-0.168621,-0.632651
GALAXY,-0.119225,-0.631989
STAR,-0.368343,1.114788
GALAXY,-0.069267,-0.877372
STAR,-0.37092,1.079733
STAR,-0.367974,0.83832
GALAXY,-0.335159,-0.864805
GALAXY,-0.265119,-0.682256
STAR,-0.36777,1.593647
GALAXY,-0.310486,-0.84827
GALAXY,0.033895,-0.700114
GALAXY,-0.211629,-0.622068
GALAXY,-0.309763,-0.661091
STAR,-0.366359,0.793344
STAR,-0.367652,1.721299
GALAXY,-0.120102,-0.699453
STAR,-0.36805,2.504405
GALAXY,-0.315893,-0.866789
QSO,4.957373,-0.66043
STAR,-0.367866,1.010286
QSO,2.857298,-0.427614
QSO,3.51063,-0.415048
QSO,3.604929,-0.682918
STAR,-0.366127,1.310565
GALAXY,-0.247853,-0.622068
STAR,-0.366527,-0.624052
GALAXY,-0.188077,-0.622068
GALAXY,-0.126932,-0.37867
GALAXY,-0.306459,-0.62273
GALAXY,-0.231101,-0.589659
STAR,-0.367846,1.311887
GALAXY,-0.259452,-0.682918
GALAXY,-0.325533,-0.607517
GALAXY,-0.118881,-0.585029
QSO,5.161838,-0.688209
QSO,2.255623,-0.628682
GALAXY,-0.233171,-0.373379
STAR,-0.366829,1.046663
GALAXY,-0.142372,-0.589659
QSO,2.033038,-0.678288
GALAXY,-0.027724,-0.66043
STAR,-0.367579,1.54338
GALAXY,-0.167682,-0.622068
GALAXY,-0.248096,-0.74046
STAR,-0.368525,-0.699453
STAR,-0.36789,0.793344
GALAXY,-0.148881,-0.661091
STAR,-0.367585,1.243762
GALAXY,-0.173215,-0.622068
STAR,-0.365003,0.793344
STAR,-0.366756,-0.825782
QSO,3.227393,-0.703421
STAR,-0.368093,-0.825782
GALAXY,-0.210815,-0.698792
STAR,-0.36872,-0.688209
GALAXY,-0.228824,-0.699453
STAR,-0.367735,1.790746
GALAXY,-0.028513,-0.585029
QSO,1.745227,2.692906
GALAXY,-0.312774,-0.668367
GALAXY,0.059118,-0.844963
STAR,-0.367672,1.741802
STAR,-0.367025,2.504405
GALAXY,-0.16531,-0.62273
STAR,-0.367647,1.065844
GALAXY,-0.294231,-0.629344
GALAXY,0.049571,-0.628682
STAR,-0.365986,1.524861
GALAXY,-0.051895,-0.87671
GALAXY,-0.123744,-0.650509
GALAXY,-0.271019,-0.688209
GALAXY,-0.067445,-0.659768
GALAXY,-0.10316,-0.823798
GALAXY,-0.148102,-0.632651
STAR,-0.367263,1.739157
GALAXY,-0.1677,-0.585029
STAR,-0.368176,1.342312
GALAXY,-0.190632,-0.631328
STAR,-0.368156,0.801942
STAR,-0.368048,-0.630005
GALAXY,0.133171,-0.682256
STAR,-0.370248,2.493823
GALAXY,-0.14477,-0.703421
STAR,-0.368737,0.304564
GALAXY,-0.090828,-0.682256
STAR,-0.36764,0.304564
STAR,-0.366342,1.046663
GALAXY,-0.089962,-0.585691
STAR,-0.366872,0.83832
GALAXY,-0.30353,-0.839671
GALAXY,-0.181434,-0.827105
STAR,-0.368164,1.046663
STAR,-0.368254,0.83832
STAR,-0.365656,1.017561
STAR,-0.369332,1.485176
STAR,-0.369133,2.319211
GALAXY,-0.146955,-0.583045
GALAXY,-0.222038,-0.661091
GALAXY,-0.101421,-0.70739
GALAXY,-0.155964,-0.651832
GALAXY,-0.051848,-0.681595
STAR,-0.367769,1.243762
STAR,-0.367898,0.83832
GALAXY,-0.08222,-0.395867
GALAXY,-0.245088,-0.626037
GALAXY,-0.116118,-0.632651
STAR,-0.368187,0.793344
GALAXY,-0.154361,-0.630005
STAR,-0.36746,0.83832
GALAXY,0.015141,-0.826443
GALAXY,-0.185668,-0.606856
STAR,-0.366732,1.08767
GALAXY,-0.127221,-0.825782
GALAXY,-0.316234,-0.866789
QSO,5.456428,1.553301
GALAXY,-0.19606,-0.630005
GALAXY,-0.064388,-0.827766
STAR,-0.367867,-0.87671
STAR,-0.368077,0.841627
STAR,-0.367706,0.793344
GALAXY,-0.100935,-0.878694
STAR,-0.366617,2.504405
GALAXY,-0.098205,-0.699453
QSO,1.828362,-0.435551
GALAXY,-0.126495,-0.388591
GALAXY,-0.152718,-0.823798
GALAXY,-0.173945,-0.700114
GALAXY,-0.296788,-0.823798
QSO,2.997158,-0.606856
STAR,-0.367683,2.501098
GALAXY,-0.110589,-0.37867
QSO,3.330818,-0.414386
GALAXY,-0.12921,-0.864805
QSO,0.447736,-0.698792
STAR,-0.365048,1.734527
GALAXY,-0.182626,-0.329726
GALAXY,-0.177559,-0.37404
QSO,1.32097,-0.414386
STAR,-0.368915,-0.630005
GALAXY,-0.173224,-0.877372
STAR,-0.367955,1.243762
GALAXY,-0.25847,-0.825782
STAR,-0.366912,1.310565
STAR,-0.368395,-0.413063
STAR,-0.367484,0.83832
GALAXY,-0.014778,-0.699453
STAR,-0.367716,1.075765
STAR,-0.367561,0.83832
QSO,2.251927,-0.66043
GALAXY,-0.090998,-0.661091
STAR,-0.367046,2.504405
GALAXY,-0.203016,-0.661091
STAR,-0.367875,-0.66043
GALAXY,-0.097863,-0.606856
STAR,-0.368464,1.780164
STAR,-0.368015,0.793344
STAR,-0.368526,0.83832
GALAXY,-0.307111,-0.706067
GALAXY,-0.291374,-0.66043
GALAXY,-0.089582,-0.37867
GALAXY,-0.252535,-0.37404
GALAXY,-0.111087,-0.818506
GALAXY,-0.145377,-0.82512
GALAXY,-0.257651,-0.682918
STAR,-0.36795,1.310565
STAR,-0.36811,1.075765
GALAXY,-0.255093,-0.682918
GALAXY,-0.210941,-0.818506
STAR,-0.367789,1.08767
GALAXY,-0.35213,-0.659768
GALAXY,-0.201274,-0.741122
STAR,-0.368212,1.079733
STAR,-0.368245,1.079733
STAR,-0.367719,-0.87671
QSO,-0.052503,2.499775
GALAXY,-0.252556,-0.827105
GALAXY,-0.155114,-0.659768
STAR,-0.367134,2.518956
STAR,-0.365256,-0.414386
STAR,-0.368102,1.520892
STAR,-0.367178,2.710103
STAR,-0.366735,2.504405
STAR,-0.368111,0.211305
STAR,-0.368226,2.497791
GALAXY,-0.085455,-0.622068
STAR,-0.368043,1.243762
STAR,-0.367376,1.072458
GALAXY,-0.190042,-0.629344
STAR,-0.367576,1.545364
STAR,-0.366781,0.793344
STAR,-0.367648,0.83832
GALAXY,-0.293619,-0.377347
STAR,-0.368166,2.504405
GALAXY,-0.359384,-0.688209
GALAXY,-0.041656,-0.762287
STAR,-0.368358,0.1994
QSO,2.734514,-0.741122
QSO,2.550225,-0.703421
GALAXY,-0.089208,-0.377347
STAR,-0.367156,1.523538
GALAXY,-0.174096,-0.878694
STAR,-0.368616,2.419084
GALAXY,-0.313853,-0.466637
STAR,-0.368025,2.504405
GALAXY,-0.331241,-0.622068
GALAXY,-0.18383,-0.699453
GALAXY,-0.26494,-0.845624
STAR,-0.368062,0.83832
STAR,-0.368155,0.83832
STAR,-0.369123,2.678355
GALAXY,-0.011255,-0.844963
GALAXY,-0.250617,-0.466637
STAR,-0.366769,-0.622068
STAR,-0.370662,2.345667
GALAXY,-0.176094,-0.574447
STAR,-0.368407,1.079733
STAR,-0.367954,0.841627
GALAXY,-0.266606,-0.379993
GALAXY,-0.057244,-0.824459
STAR,-0.368007,1.342312
GALAXY,-0.038966,-0.709374
GALAXY,-0.178967,0.328374
QSO,0.249669,2.495145
STAR,-0.366177,1.342312
GALAXY,-0.123836,-0.681595
GALAXY,-0.010174,-0.679611
GALAXY,-0.214707,-0.828427
GALAXY,-0.158355,-0.631989
GALAXY,-0.205863,-0.583045
QSO,3.665929,2.513665
GALAXY,-0.293174,-0.698792
GALAXY,-0.155057,-0.838349
GALAXY,-0.16247,-0.606856
GALAXY,-0.204157,-0.866789
QSO,2.294183,-0.651832
STAR,-0.367988,-0.839671
GALAXY,-0.139022,-0.824459
GALAXY,-0.293765,-0.585029
STAR,-0.368403,1.114788
STAR,-0.367431,-0.622068
GALAXY,-0.190366,-0.380655
STAR,-0.36643,0.83832
STAR,-0.368631,1.132646
STAR,-0.367065,0.83832
STAR,-0.36816,1.068489
GALAXY,-0.078559,2.502421
GALAXY,-0.298911,-0.585029
STAR,-0.366895,1.072458
QSO,0.291896,-0.630005
GALAXY,-0.159805,-0.827105
STAR,-0.370166,1.079733
GALAXY,-0.090479,-0.682918
GALAXY,-0.176896,0.328374
GALAXY,-0.217774,-0.37404
GALAXY,-0.307566,-0.679611
GALAXY,-0.367953,1.01227
STAR,-0.368491,1.079733
GALAXY,-0.114834,-0.650509
GALAXY,-0.152054,-0.679611
GALAXY,-0.245823,-0.427614
STAR,-0.368701,-0.703421
STAR,-0.36771,-0.669028
GALAXY,-0.297463,-0.827105
GALAXY,-0.167711,-0.395867
GALAXY,-0.128958,-0.682256
GALAXY,-0.245173,-0.88134
GALAXY,-0.038986,-0.880679
GALAXY,-0.309564,-0.651832
STAR,-0.368106,2.161796
GALAXY,-0.026018,-0.706067
GALAXY,-0.110438,-0.632651
GALAXY,-0.250936,-0.632651
GALAXY,0.02158,-0.682918
GALAXY,-0.067917,-0.377347
STAR,-0.367605,1.079733
GALAXY,-0.012516,-0.622068
STAR,-0.367489,0.839642
QSO,4.254276,-0.650509
STAR,-0.36775,-0.415048
GALAXY,-0.294036,-0.69813
GALAXY,-0.264699,-0.698792
GALAXY,-0.23697,-0.698792
GALAXY,-0.264158,-0.688209
STAR,-0.368862,1.079733
STAR,-0.366858,0.83832
STAR,-0.367373,1.010286
GALAXY,0.02189,-0.681595
STAR,-0.367921,1.310565
GALAXY,-0.152182,-0.688209
GALAXY,-0.123248,-0.699453
STAR,-0.36784,1.065844
GALAXY,-0.103959,-0.377347
GALAXY,-0.182241,-0.650509
QSO,-0.366761,0.793344
GALAXY,-0.250132,-0.682918
QSO,3.143357,-0.624052
GALAXY,0.013883,-0.703421
GALAXY,-0.229478,-0.901182
GALAXY,-0.204543,-0.62273
GALAXY,-0.214029,-0.823798
GALAXY,-0.324489,-0.741122
QSO,0.015686,-0.626698
QSO,0.04138,-0.878033
STAR,-0.367169,1.01227
GALAXY,-0.185981,-0.606856
STAR,-0.367078,-0.682256
STAR,-0.368962,-0.659768
GALAXY,-0.284448,-0.681595
QSO,0.090882,-0.682256
STAR,-0.368672,1.079733
STAR,-0.368122,0.793344
QSO,5.001954,2.497791
GALAXY,-0.249163,-0.379332
STAR,-0.366363,2.184945
STAR,-0.367689,1.065844
GALAXY,-0.309733,-0.628682
STAR,-0.368695,-0.826443
STAR,-0.368205,1.522876
STAR,-0.367684,2.244472
STAR,-0.367343,-0.700114
GALAXY,-0.078999,-0.700114
STAR,-0.367529,-0.825782
GALAXY,-0.226667,-0.706067
STAR,-0.368545,0.793344
STAR,-0.367944,1.030128
STAR,-0.368386,0.211305
GALAXY,-0.308521,-0.628682
GALAXY,-0.340857,-0.377347
STAR,-0.368313,-0.373379
GALAXY,-0.297379,-0.585029
GALAXY,-0.242544,1.574466
